Unnamed: 0,Project,project name,source,gis,latitude,longitude,Lat Long Values,new price,old price,type,pincode,address,size,BHK,city,RERA Approved,final_price
2401813,"sai nivas apts, Shyam Rao Nagar",sai nivas apts,"3rd party, Property Science",,17.40928749,78.45112167,,3889.0,,Gated community / Apartment,500034.0,,,,,no,
2313300,"The Legacy, Manikonda, Hyderabad",The Legacy,"3rd party, Property Science",,17.394295,78.378505,,10570.0,,Gated community / Apartment,500089.0,"Manikonda, Hyderabad",754.0,,,yes,7969780.0
2309954,"Sai Prashant Apartments, khairatabad",Sai Prashant Apartments,"3rd party, Property Science",,17.40864318,78.45532942,,3200.0,,Stand Alone / Apartment,500004.0,,,2,Hyderabad,no,
2223354,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1341.0,,,no,14854257.0
2309955,"Sai Prashant Apartments, khairatabad",Sai Prashant Apartments,"3rd party, Property Science",,17.40864318,78.45532942,,4375.0,,Stand Alone / Apartment,500004.0,khairatabad,1420.25,,,no,6213593.75
2223356,", Reddy Colony",,"3rd party, Property Science",,17.33892165,78.54711692,,6592.0,,Unknown,,Reddy Colony,1537.25,,,no,10133552.0
2223357,"Alekhya Towers, LB Nagar",Alekhya Towers,"3rd party, Property Science",,17.33950133,78.54253113,,5245.0,,Gated community / Apartment,500079.0,LB Nagar,1091.0,,,no,5722295.0
2223358,"Alekhya Towers, LB Nagar",Alekhya Towers,"3rd party, Property Science",,17.33950133,78.54253113,,7631.0,,Gated community / Apartment,500079.0,LB Nagar,934.0,,,no,7127354.0
2223359,"ARC Sai Brindavanam Apartments, Chintalkunta, Road No 11, Shakthi Nagar",ARC Sai Brindavanam Apartments,"3rd party, Property Science",,17.336338,78.55353,,5769.0,,Stand Alone / Apartment,500074.0,"Chintalkunta, Road No 11, Shakthi Nagar",1348.75,,,no,7780938.75
2223360,"balaji residency 2, Mansoorabad",balaji residency 2,"3rd party, Property Science",,17.356162,78.557926,,9523.0,,Stand Alone / Apartment,500068.0,Mansoorabad,2750.0,,,no,26188250.0
2223361,"bhagya nagar CHS, Bhagya Nagar Colony",bhagya nagar CHS,"3rd party, Property Science",,17.34727656,78.53944133,,7495.0,,Unknown,500072.0,Bhagya Nagar Colony,1267.5,,,no,9499912.5
2223362,"Chintalkunta, Chintalkunta",Chintalkunta,"3rd party, Property Science",,17.33786827,78.55876963,,9231.0,,Unknown,500070.0,Chintalkunta,406.25,,,no,3750093.75
2223363,"Classic, Chintalkunta",Classic,"3rd party, Property Science",,17.33786827,78.55876963,,7957.0,,Unknown,500070.0,Chintalkunta,1054.3,,,no,8389065.1
2223364,"janapriya homes, Chintalkunta",janapriya homes,"3rd party, Property Science",,17.337943,78.562978,,6574.0,,Gated community,500070.0,Chintalkunta,1257.75,,,no,8268448.5
2223365,"JK Imperial Residency, Mansoorabad",JK Imperial Residency,"3rd party, Property Science",,17.35014332,78.56457231,,7692.0,,Stand Alone / Apartment,500070.0,Mansoorabad,2345.0,,,no,18037740.0
2223366,"Kukatpally, Bhagya Nagar Colony",Kukatpally,"3rd party, Property Science",,17.34727656,78.53944133,,6535.0,,Unknown,,Bhagya Nagar Colony,802.75,,,no,5245971.25
2223367,"Lakeview Apartment, Bhagya Nagar Colony",Lakeview Apartment,"3rd party, Property Science",,17.488003,78.419862,,6932.0,,Stand Alone / Apartment,500072.0,Bhagya Nagar Colony,906.0,,,no,6280392.0
2223368,"Laukik Ishan, Chintalkunta",Laukik Ishan,"3rd party, Property Science",,17.33786827,78.55876963,,7957.0,,Unknown,500070.0,Chintalkunta,1054.3,,,no,8389065.1
2399929,"Magnum Opus, P Janardhan Reddy Nagar",Magnum Opus,"3rd party, Property Science",,17.437724,78.367324,,8694.0,,Gated community / Apartment,500081.0,P Janardhan Reddy Nagar,950.0,,,no,8259300.0
2223369,"Mahalaxmi Apartment, Chintalkunta",Mahalaxmi Apartment,"3rd party, Property Science",,17.33786827,78.55876963,,10405.0,,Unknown,500070.0,Chintalkunta,1050.0,,,no,10925250.0
2382536,"Nakshtra Classics, Jaya Prakash Nagar",Nakshtra Classics,"3rd party, Property Science",,17.4784,78.4082,,6758.0,,Stand Alone / Apartment,500033.0,Jaya Prakash Nagar,1072.5,,,no,7247955.0
2223372,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,5714.0,,Unknown,,Mansoorabad,2233.0,,,no,12759362.0
2223373,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,9971.0,,Unknown,,Mansoorabad,702.0,,,no,6999642.0
2285781,"Rajapushpa Provincia, Kokapet, Hyderabad",Rajapushpa Provincia,"3rd party, Property Science",,17.3956852,78.35501099,,12819.0,,Gated community,500075.0,"Kokapet, Hyderabad",1933.0,,,yes,24779127.0
2327103,"Sai Prashant Apartments, khairatabad",Sai Prashant Apartments,"3rd party, Property Science",,17.40864318,78.45532942,,3200.0,,Stand Alone / Apartment,500004.0,,,1,Hyderabad,no,
2327104,"Sai Prashant Apartments, khairatabad",Sai Prashant Apartments,"3rd party, Property Science",,17.40864318,78.45532942,,4375.0,,Stand Alone / Apartment,500004.0,khairatabad,1534.0,,,no,6711250.0
2398566,"Sai Prashant Apartments, khairatabad",Sai Prashant Apartments,"3rd party, Property Science",,17.40864318,78.45532942,,3200.0,,Stand Alone / Apartment,500004.0,,,1,Hyderabad,no,
2398567,"Sai Prashant Apartments, khairatabad",Sai Prashant Apartments,"3rd party, Property Science",,17.40864318,78.45532942,,4375.0,,Stand Alone / Apartment,500004.0,khairatabad,1550.0,,,no,6781250.0
2401814,"Sai Prashant Apartments, khairatabad",Sai Prashant Apartments,"3rd party, Property Science",,17.40864318,78.45532942,,3200.0,,Stand Alone / Apartment,500004.0,,,1,Hyderabad,no,
2401815,"Sai Prashant Apartments, khairatabad",Sai Prashant Apartments,"3rd party, Property Science",,17.40864318,78.45532942,,4375.0,,Stand Alone / Apartment,500004.0,khairatabad,1600.0,,,no,7000000.0
2364426,"Sai Raghavendras Magnificent Habitat, Nallagandla",Sai Raghavendras Magnificent Habitat,"3rd party, Property Science",,17.472656,78.310038,,8842.0,,Gated community / Apartment,500019.0,Nallagandla,1657.5,,,no,14655615.0
2364426,"Sai Raghavendras Magnificent Habitat, Nallagandla",Sai Raghavendras Magnificent Habitat,"3rd party, Property Science",,17.472656,78.310038,,8842.0,,Gated community / Apartment,500019.0,Nallagandla,1537.25,,,no,13592364.5
2368705,"Sai Raghavendras Magnificent Habitat, Nallagandla",Sai Raghavendras Magnificent Habitat,"3rd party, Property Science",,17.472656,78.310038,,8842.0,,Gated community / Apartment,500019.0,Nallagandla,1630.0,,,no,14412460.0
2313302,"The Legacy, Manikonda, Hyderabad",The Legacy,"3rd party, Property Science",,17.394295,78.378505,,10570.0,,Gated community / Apartment,500089.0,"Manikonda, Hyderabad",715.0,,,yes,7557550.0
2313303,"The Legacy, Manikonda, Hyderabad",The Legacy,"3rd party, Property Science",,17.394295,78.378505,,10570.0,,Gated community / Apartment,500089.0,"Manikonda, Hyderabad",1423.0,,,yes,15041110.0
2313306,"The Legacy, Manikonda, Hyderabad",The Legacy,"3rd party, Property Science",,17.394295,78.378505,,10570.0,,Gated community / Apartment,500089.0,"Manikonda, Hyderabad",734.5,,,yes,7763665.0
2313311,"The Legacy, Manikonda, Hyderabad",The Legacy,"3rd party, Property Science",,17.394295,78.378505,,11383.0,,Gated community / Apartment,500089.0,"Manikonda, Hyderabad",2540.0,,,yes,28912820.0
2223388,"VKC apartment, Bhagyanagar",VKC apartment,"3rd party, Property Science",,17.49559056,78.40218261,,3157.0,,Stand Alone / Apartment,500072.0,,3500.0,,Hyderabad,no,11049500.0
2227974,"Jubilee Lakshmi Nivas, Saroor Nagar, Hyderabad",Jubilee Lakshmi Nivas,"3rd party, Property Science",,17.34941,78.54956,,10000.0,,Unknown,,"Saroor Nagar, Hyderabad",780.0,,,no,7800000.0
2227974,"Jubilee Lakshmi Nivas, Saroor Nagar, Hyderabad",Jubilee Lakshmi Nivas,"3rd party, Property Science",,17.34941,78.54956,,10000.0,,Unknown,,"Saroor Nagar, Hyderabad",1200.0,,,no,12000000.0
2368728,"Sai Raghavendras Magnificent Habitat, Nallagandla",Sai Raghavendras Magnificent Habitat,"3rd party, Property Science",,17.472656,78.310038,,8842.0,,Gated community / Apartment,500019.0,Nallagandla,1623.7,,,no,14356755.4
2368767,"Sai Raghavendras Magnificent Habitat, Nallagandla",Sai Raghavendras Magnificent Habitat,"3rd party, Property Science",,17.472656,78.310038,,8842.0,,Gated community / Apartment,500019.0,Nallagandla,1566.5,,,no,13850993.0
2612031,"Theme Ambience Golf View, Nanakramguda",Theme Ambience Golf View,"3rd party, Property Science",,17.43600013,78.36975986,,10131.0,,Gated community / Apartment,500081.0,Nanakramguda,5253.0,,,yes,53218143.0
2612032,"Theme Ambience Golf View, Nanakramguda",Theme Ambience Golf View,"3rd party, Property Science",,17.43600013,78.36975986,,10131.0,,Gated community / Apartment,500081.0,Nanakramguda,650.0,,,yes,6585150.0
2347482,"Sai Sivarag Tower, Rail Vihar",Sai Sivarag Tower,"3rd party, Property Science",,17.48606626,78.31336341,,9155.0,,Stand Alone / Apartment,500019.0,Rail Vihar,802.75,,,no,7349176.25
2347482,"Sai Sivarag Tower, Rail Vihar",Sai Sivarag Tower,"3rd party, Property Science",,17.48606626,78.31336341,,9155.0,,Stand Alone / Apartment,500019.0,Rail Vihar,666.9,,,no,6105469.5
2612033,"Theme Ambience Golf View, Nanakramguda",Theme Ambience Golf View,"3rd party, Property Science",,17.43600013,78.36975986,,10131.0,,Gated community / Apartment,500081.0,Nanakramguda,1223.3,,,yes,12393252.299999999
2612034,"Theme Ambience Golf View, Nanakramguda",Theme Ambience Golf View,"3rd party, Property Science",,17.43600013,78.36975986,,10131.0,,Gated community / Apartment,500081.0,Nanakramguda,897.0,,,yes,9087507.0
2227979,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1189.0,,,no,13170553.0
2227979,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1686.0,,,no,18675822.0
2612035,"Theme Ambience Golf View, Nanakramguda",Theme Ambience Golf View,"3rd party, Property Science",,17.43600013,78.36975986,,10131.0,,Gated community / Apartment,500081.0,Nanakramguda,1235.0,,,yes,12511785.0
2235825,"Thirumala Residency uppal, Chilkanagar",Thirumala Residency uppal,"3rd party, Property Science",,17.41733661,78.56151314,,7077.0,,Stand Alone / Apartment,500039.0,Chilkanagar,672.75,,,yes,4761051.75
2227981,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1191.0,,,no,13192707.0
2227981,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1709.5,,,no,18936131.5
2235825,"Thirumala Residency uppal, Chilkanagar",Thirumala Residency uppal,"3rd party, Property Science",,17.41733661,78.56151314,,7077.0,,Stand Alone / Apartment,500039.0,Chilkanagar,1530.0,,,yes,10827810.0
2235826,"Thirumala Residency uppal, Chilkanagar",Thirumala Residency uppal,"3rd party, Property Science",,17.41733661,78.56151314,,7077.0,,Stand Alone / Apartment,500039.0,Chilkanagar,669.5,,,yes,4738051.5
2285781,"Rajapushpa Provincia, Kokapet, Hyderabad",Rajapushpa Provincia,"3rd party, Property Science",,17.3956852,78.35501099,,12819.0,,Gated community,500075.0,"Kokapet, Hyderabad",2015.0,,,yes,25830285.0
2285784,"Rajapushpa Provincia, Kokapet, Hyderabad",Rajapushpa Provincia,"3rd party, Property Science",,17.3956852,78.35501099,,16665.0,,Gated community,500075.0,"Kokapet, Hyderabad",744.9,,,yes,12413758.5
2350403,"Sai Sivarag Tower, Rail Vihar",Sai Sivarag Tower,"3rd party, Property Science",,17.48606626,78.31336341,,9155.0,,Stand Alone / Apartment,500019.0,,715.0,,,no,6545825.0
2350403,"Sai Sivarag Tower, Rail Vihar",Sai Sivarag Tower,"3rd party, Property Science",,17.48606626,78.31336341,,9155.0,,Stand Alone / Apartment,500019.0,Rail Vihar,663.0,,,no,6069765.0
2285784,"Rajapushpa Provincia, Kokapet, Hyderabad",Rajapushpa Provincia,"3rd party, Property Science",,17.3956852,78.35501099,,16665.0,,Gated community,500075.0,"Kokapet, Hyderabad",728.0,,,yes,12132120.0
2285803,"Rajapushpa Provincia, Kokapet, Hyderabad",Rajapushpa Provincia,"3rd party, Property Science",,17.3956852,78.35501099,,16665.0,,Gated community,500075.0,"Kokapet, Hyderabad",741.0,,,yes,12348765.0
2227986,"Aavasa Emerald, L.B. Nagar, Hyderabad",Aavasa Emerald,"3rd party, Property Science",,17.34609413,78.55804443,,9714.0,,Gated community / Apartment,500074.0,"L.B. Nagar, Hyderabad",871.0,,,yes,8460894.0
2227986,"Aavasa Emerald, L.B. Nagar, Hyderabad",Aavasa Emerald,"3rd party, Property Science",,17.34609413,78.55804443,,9714.0,,Gated community / Apartment,500074.0,"L.B. Nagar, Hyderabad",942.5,,,yes,9155445.0
2235826,"Thirumala Residency uppal, Chilkanagar",Thirumala Residency uppal,"3rd party, Property Science",,17.41733661,78.56151314,,7077.0,,Stand Alone / Apartment,500039.0,Chilkanagar,585.0,,,yes,4140045.0
2313376,"Tirumala arcade, Secretariat Employees Colony",Tirumala arcade,"3rd party, Property Science",,17.385,78.4867,,6506.0,,Stand Alone / Apartment,500004.0,Secretariat Employees Colony,937.95,,,yes,6102302.7
2227988,"Aavasa Emerald, L.B. Nagar, Hyderabad",Aavasa Emerald,"3rd party, Property Science",,17.34609413,78.55804443,,9714.0,,Gated community / Apartment,500074.0,"L.B. Nagar, Hyderabad",845.0,,,yes,8208330.0
2227988,"Aavasa Emerald, L.B. Nagar, Hyderabad",Aavasa Emerald,"3rd party, Property Science",,17.34609413,78.55804443,,9714.0,,Gated community / Apartment,500074.0,"L.B. Nagar, Hyderabad",942.5,,,yes,9155445.0
2227989,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1215.0,,,no,13458555.0
2227989,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",2125.0,,,no,23538625.0
2362211,"Tirumala Flora, Jayapuri Colony",Tirumala Flora,"3rd party, Property Science",,17.37913052,78.5688628,,7962.0,,Gated community / Apartment,500068.0,,780.0,,,no,6210360.0
2612036,"trend srt winz, Nanakramguda",trend srt winz,"3rd party, Property Science",,17.42139198,78.34668683,,12005.0,,Gated community / Apartment,500032.0,Nanakramguda,994.5,,,no,11938972.5
2364427,"Sai Sivarag Tower, Rail Vihar",Sai Sivarag Tower,"3rd party, Property Science",,17.48606626,78.31336341,,9155.0,,Stand Alone / Apartment,500019.0,Rail Vihar,705.25,,,no,6456563.75
2364427,"Sai Sivarag Tower, Rail Vihar",Sai Sivarag Tower,"3rd party, Property Science",,17.48606626,78.31336341,,9155.0,,Stand Alone / Apartment,500019.0,Rail Vihar,747.5,,,no,6843362.5
2612037,"Trendset Winz, Financial District",Trendset Winz,"3rd party, Property Science",,17.41860311,78.34025587,,12637.0,,Commercial Spaces,500032.0,Financial District,1134.25,,,no,14333517.25
2612038,"Trendset Winz, Financial District",Trendset Winz,"3rd party, Property Science",,17.41860311,78.34025587,,13735.0,,Commercial Spaces,500032.0,Financial District,1369.0,,,no,18803215.0
2368706,"Sai Sivarag Tower, Rail Vihar",Sai Sivarag Tower,"3rd party, Property Science",,17.48606626,78.31336341,,9155.0,,Stand Alone / Apartment,500019.0,Rail Vihar,705.25,,,no,6456563.75
2368729,"Sai Sivarag Tower, Rail Vihar",Sai Sivarag Tower,"3rd party, Property Science",,17.48606626,78.31336341,,9155.0,,Stand Alone / Apartment,500019.0,,679.25,,,no,6218533.75
2227994,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1214.0,,,no,13447478.0
2227994,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1730.0,,,no,19163210.0
2368768,"Sai Sivarag Tower, Rail Vihar",Sai Sivarag Tower,"3rd party, Property Science",,17.48606626,78.31336341,,9155.0,,Stand Alone / Apartment,500019.0,,715.0,,,no,6545825.0
2368790,"Sai Sivarag Tower, Rail Vihar",Sai Sivarag Tower,"3rd party, Property Science",,17.48606626,78.31336341,,9155.0,,Stand Alone / Apartment,500019.0,Rail Vihar,725.0,,,no,6637375.0
2227996,", Reddy Colony",,"3rd party, Property Science",,17.33892165,78.54711692,,6592.0,,Unknown,,Reddy Colony,1537.25,,,no,10133552.0
2227996,", Reddy Colony",,"3rd party, Property Science",,17.33892165,78.54711692,,6592.0,,Unknown,,Reddy Colony,1566.5,,,no,10326368.0
2227997,"Alekhya Towers, LB Nagar",Alekhya Towers,"3rd party, Property Science",,17.33950133,78.54253113,,5245.0,,Gated community / Apartment,500079.0,LB Nagar,1105.65,,,no,5799134.250000001
2227997,"Alekhya Towers, LB Nagar",Alekhya Towers,"3rd party, Property Science",,17.33950133,78.54253113,,5245.0,,Gated community / Apartment,500079.0,LB Nagar,910.0,,,no,4772950.0
2227998,"Alekhya Towers, LB Nagar",Alekhya Towers,"3rd party, Property Science",,17.33950133,78.54253113,,7631.0,,Gated community / Apartment,500079.0,LB Nagar,859.0,,,no,6555029.0
2227998,"Alekhya Towers, LB Nagar",Alekhya Towers,"3rd party, Property Science",,17.33950133,78.54253113,,7631.0,,Gated community / Apartment,500079.0,,1170.0,,,no,8928270.0
2227999,"ARC Sai Brindavanam Apartments, Chintalkunta, Road No 11, Shakthi Nagar",ARC Sai Brindavanam Apartments,"3rd party, Property Science",,17.336338,78.55353,,5769.0,,Stand Alone / Apartment,500074.0,"Chintalkunta, Road No 11, Shakthi Nagar",1344.2,,,no,7754689.8
2227999,"ARC Sai Brindavanam Apartments, Chintalkunta, Road No 11, Shakthi Nagar",ARC Sai Brindavanam Apartments,"3rd party, Property Science",,17.336338,78.55353,,5769.0,,Stand Alone / Apartment,500074.0,"Chintalkunta, Road No 11, Shakthi Nagar",1335.75,,,no,7705941.75
2228000,"balaji residency 2, Mansoorabad",balaji residency 2,"3rd party, Property Science",,17.356162,78.557926,,9523.0,,Stand Alone / Apartment,500068.0,Mansoorabad,1742.0,,,no,16589066.0
2228000,"balaji residency 2, Mansoorabad",balaji residency 2,"3rd party, Property Science",,17.356162,78.557926,,9523.0,,Stand Alone / Apartment,500068.0,Mansoorabad,1657.5,,,no,15784372.5
2228001,"bhagya nagar CHS, Bhagya Nagar Colony",bhagya nagar CHS,"3rd party, Property Science",,17.34727656,78.53944133,,7495.0,,Unknown,500072.0,Bhagya Nagar Colony,1250.0,,,no,9368750.0
2228001,"bhagya nagar CHS, Bhagya Nagar Colony",bhagya nagar CHS,"3rd party, Property Science",,17.34727656,78.53944133,,7495.0,,Unknown,500072.0,Bhagya Nagar Colony,1105.0,,,no,8281975.0
2228002,"Chintalkunta, Chintalkunta",Chintalkunta,"3rd party, Property Science",,17.33786827,78.55876963,,9231.0,,Unknown,500070.0,Chintalkunta,1105.0,,,no,10200255.0
2228002,"Chintalkunta, Chintalkunta",Chintalkunta,"3rd party, Property Science",,17.33786827,78.55876963,,9231.0,,Unknown,500070.0,Chintalkunta,2800.0,,,no,25846800.0
2228003,"Classic, Chintalkunta",Classic,"3rd party, Property Science",,17.33786827,78.55876963,,7957.0,,Unknown,500070.0,Chintalkunta,1043.25,,,no,8301140.25
2228003,"Classic, Chintalkunta",Classic,"3rd party, Property Science",,17.33786827,78.55876963,,7957.0,,Unknown,500070.0,Chintalkunta,855.4,,,no,6806417.8
2228004,"janapriya homes, Chintalkunta",janapriya homes,"3rd party, Property Science",,17.337943,78.562978,,6574.0,,Gated community,500070.0,Chintalkunta,1264.25,,,no,8311179.5
2228004,"janapriya homes, Chintalkunta",janapriya homes,"3rd party, Property Science",,17.337943,78.562978,,6574.0,,Gated community,500070.0,Chintalkunta,1343.55,,,no,8832497.7
2228005,"JK Imperial Residency, Mansoorabad",JK Imperial Residency,"3rd party, Property Science",,17.35014332,78.56457231,,7692.0,,Stand Alone / Apartment,500070.0,Mansoorabad,2345.0,,,no,18037740.0
2228005,"JK Imperial Residency, Mansoorabad",JK Imperial Residency,"3rd party, Property Science",,17.35014332,78.56457231,,7692.0,,Stand Alone / Apartment,500070.0,Mansoorabad,1537.25,,,no,11824527.0
2228006,"Kukatpally, Bhagya Nagar Colony",Kukatpally,"3rd party, Property Science",,17.34727656,78.53944133,,6535.0,,Unknown,,Bhagya Nagar Colony,911.95,,,no,5959593.25
2228006,"Kukatpally, Bhagya Nagar Colony",Kukatpally,"3rd party, Property Science",,17.34727656,78.53944133,,6535.0,,Unknown,,Bhagya Nagar Colony,1072.5,,,no,7008787.5
2228007,"Lakeview Apartment, Bhagya Nagar Colony",Lakeview Apartment,"3rd party, Property Science",,17.488003,78.419862,,6932.0,,Stand Alone / Apartment,500072.0,Bhagya Nagar Colony,1321.0,,,no,9157172.0
2228007,"Lakeview Apartment, Bhagya Nagar Colony",Lakeview Apartment,"3rd party, Property Science",,17.488003,78.419862,,6932.0,,Stand Alone / Apartment,500072.0,Bhagya Nagar Colony,1423.0,,,no,9864236.0
2228008,"Laukik Ishan, Chintalkunta",Laukik Ishan,"3rd party, Property Science",,17.33786827,78.55876963,,7957.0,,Unknown,500070.0,Chintalkunta,1018.55,,,no,8104602.35
2228008,"Laukik Ishan, Chintalkunta",Laukik Ishan,"3rd party, Property Science",,17.33786827,78.55876963,,7957.0,,Unknown,500070.0,Chintalkunta,852.8,,,no,6785729.6
2228009,"Mahalaxmi Apartment, Chintalkunta",Mahalaxmi Apartment,"3rd party, Property Science",,17.33786827,78.55876963,,10405.0,,Unknown,500070.0,Chintalkunta,1108.25,,,no,11531341.25
2228009,"Mahalaxmi Apartment, Chintalkunta",Mahalaxmi Apartment,"3rd party, Property Science",,17.33786827,78.55876963,,10405.0,,Unknown,500070.0,Chintalkunta,1300.0,,,no,13526500.0
2228175,"Mahalaxmi Apartment, Chintalkunta",Mahalaxmi Apartment,"3rd party, Property Science",,17.33786827,78.55876963,,10405.0,,Unknown,500070.0,Chintalkunta,1196.0,,,no,12444380.0
2228175,"Mahalaxmi Apartment, Chintalkunta",Mahalaxmi Apartment,"3rd party, Property Science",,17.33786827,78.55876963,,10405.0,,Unknown,500070.0,Chintalkunta,1525.0,,,no,15867625.0
2406015,"Namishree Trident, Hayathnagar, Hyderabad",Namishree Trident,"3rd party, Property Science",,17.33987322,78.57197422,,10286.0,,Gated community / Apartment,500070.0,"Hayathnagar, Hyderabad",570.0,,,no,5863020.0
2235817,"Namrata Residency, Amrutha Colony",Namrata Residency,"3rd party, Property Science",,17.41460386,78.57297374,,3448.0,,Stand Alone / Apartment,500092.0,,,,,no,
2228012,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,5714.0,,Unknown,,Mansoorabad,1608.0,,,no,9188112.0
2228012,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,5714.0,,Unknown,,Mansoorabad,1500.0,,,no,8571000.0
2228013,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,9971.0,,Unknown,,Mansoorabad,606.45,,,no,6046912.95
2228013,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,9971.0,,Unknown,,,1305.0,,,no,13012155.0
2285803,"Rajapushpa Provincia, Kokapet, Hyderabad",Rajapushpa Provincia,"3rd party, Property Science",,17.3956852,78.35501099,,16665.0,,Gated community,500075.0,"Kokapet, Hyderabad",728.0,,,yes,12132120.0
2285807,"Rajapushpa Provincia, Kokapet, Hyderabad",Rajapushpa Provincia,"3rd party, Property Science",,17.3956852,78.35501099,,12819.0,,Gated community,500075.0,"Kokapet, Hyderabad",2007.0,,,yes,25727733.0
2362196,"Sai Sudha Residency, Bandlaguda, Bandlaguda Nagole",Sai Sudha Residency,"3rd party, Property Science",,17.37064632,78.5789498,,5399.0,,Stand Alone / Apartment,500068.0,"Bandlaguda, Bandlaguda Nagole",715.0,,,no,3860285.0
2313366,"Sai Tanvi Residency, Neknampur",Sai Tanvi Residency,"3rd party, Property Science",,17.389813,78.370587,,5460.0,,Stand Alone / Apartment,500089.0,Neknampur,1460.0,,,no,7971600.0
2210518,"Sailaja Apartments, Mothinagar",Sailaja Apartments,"3rd party, Property Science",,17.45682426,78.42338038,,6837.0,,Stand Alone / Apartment,500018.0,,1014.0,,,no,6932718.0
2221691,"Sailaja Apartments, Mothinagar",Sailaja Apartments,"3rd party, Property Science",,17.44106717,78.44030589,,6837.0,,Stand Alone / Apartment,500018.0,Mothinagar,1290.0,,,no,8819730.0
2382542,"Sailaja Apartments, Mothinagar",Sailaja Apartments,"3rd party, Property Science",,17.44106717,78.44030589,,6837.0,,Stand Alone / Apartment,500018.0,Mothinagar,1007.5,,,no,6888277.5
2210519,"Sainivas Apartments, Mothinagar",Sainivas Apartments,"3rd party, Property Science",,17.44106717,78.44030589,,5535.0,,Stand Alone / Apartment,500018.0,Mothinagar,1820.0,,,no,10073700.0
2210520,"Sainivas Apartments, Mothinagar",Sainivas Apartments,"3rd party, Property Science",,17.44106717,78.44030589,,5535.0,,Stand Alone / Apartment,500018.0,Mothinagar,1580.0,,,no,8745300.0
2221692,"Sainivas Apartments, Mothinagar",Sainivas Apartments,"3rd party, Property Science",,17.44106717,78.44030589,,5535.0,,Stand Alone / Apartment,500018.0,Mothinagar,1537.0,,,no,8507295.0
2221693,"Sainivas Apartments, Mothinagar",Sainivas Apartments,"3rd party, Property Science",,17.44106717,78.44030589,,5535.0,,Stand Alone / Apartment,500018.0,Mothinagar,2331.0,,,no,12902085.0
2382543,"Sainivas Apartments, Mothinagar",Sainivas Apartments,"3rd party, Property Science",,17.44106717,78.44030589,,5535.0,,Stand Alone / Apartment,500018.0,Mothinagar,1497.0,,,no,8285895.0
2382544,"Sainivas Apartments, Mothinagar",Sainivas Apartments,"3rd party, Property Science",,17.44106717,78.44030589,,5535.0,,Stand Alone / Apartment,500018.0,Mothinagar,1485.0,,,no,8219475.0
2311622,"Sairakshak nilayam, ambedkar nagar, Near to saket",Sairakshak nilayam,"3rd party, Property Science",,17.50708825,78.58464647,,2909.0,,Stand Alone / Apartment,500083.0," DLF Road,Jayabheri Enclave",,,Hyderabad,no,
2311622,"Sairakshak nilayam, ambedkar nagar, Near to saket",Sairakshak nilayam,"3rd party, Property Science",,17.50708825,78.58464647,,2909.0,,Stand Alone / Apartment,500083.0," Gowli Doddi,Financial district",,,Hyderabad,no,
