Unnamed: 0,Project,project name,source,gis,latitude,longitude,Lat Long Values,new price,old price,type,pincode,address,size,BHK,city,RERA Approved,final_price
2228021,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632.0,,Stand Alone / Apartment,500097.0,,,,,no,
2368738,"Vertex 33 West, Nallagandla, Hyderabad",Vertex 33 West,"3rd party, Property Science",,17.47986,78.31203,,13332.0,,Gated community / Apartment,500019.0,"Nallagandla, Hyderabad",1062.75,,,yes,14168583.0
2368745,"Vertex 33 West, Nallagandla, Hyderabad",Vertex 33 West,"3rd party, Property Science",,17.47986,78.31203,,13332.0,,Gated community / Apartment,500019.0,"Nallagandla, Hyderabad",1080.95,,,yes,14411225.4
2364430,"Vijaya Raghava Township, Serlingampally",Vijaya Raghava Township,"3rd party, Property Science",,17.4802011,78.31502773,,7585.0,,Gated community / Apartment,500019.0,Serlingampally,825.5,,,no,6261417.5
2364430,"Vijaya Raghava Township, Serlingampally",Vijaya Raghava Township,"3rd party, Property Science",,17.4802011,78.31502773,,7585.0,,Gated community / Apartment,500019.0,Serlingampally,5850.0,,,no,44372250.0
2368709,"Vijaya Raghava Township, Serlingampally",Vijaya Raghava Township,"3rd party, Property Science",,17.4802011,78.31502773,,7585.0,,Gated community / Apartment,500019.0,Serlingampally,825.5,,,no,6261417.5
2368732,"Vijaya Raghava Township, Serlingampally",Vijaya Raghava Township,"3rd party, Property Science",,17.4802011,78.31502773,,7585.0,,Gated community / Apartment,500019.0,Serlingampally,819.0,,,no,6212115.0
2368687,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857.0,,Gated community / Apartment,500019.0,"Gachibowli, Hyderabad",1439.1,,,yes,14185208.7
2368688,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284.0,,Gated community / Apartment,500019.0,"Nallagandla, Hyderabad",1264.25,,,yes,11737297.0
2368689,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857.0,,Gated community / Apartment,500019.0,"Gachibowli, Hyderabad",1439.1,,,yes,14185208.7
2368690,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284.0,,Gated community / Apartment,500019.0,"Nallagandla, Hyderabad",1264.25,,,yes,11737297.0
2368691,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857.0,,Gated community / Apartment,500019.0,"Gachibowli, Hyderabad",1252.0,,,yes,12340964.0
2368692,", BHEL",,"3rd party, Property Science",,17.49286162,78.30810692,,5128.0,,Unknown,,BHEL,997.75,,,no,5116462.0
2368693,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295.0,,Gated community,500019.0,Nallagandla,1322.0,,,no,13609990.0
2368694,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,6850.0,,Gated community,500019.0,Nallagandla,877.5,,,no,6010875.0
2368695,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295.0,,Gated community,500019.0,Nallagandla,1266.0,,,no,13033470.0
2368696,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10155.0,,Gated community,500019.0,Nallagandla,5253.0,,,no,53344215.0
2368697,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,11729.0,,Gated community,500019.0,Nallagandla,897.0,,,no,10520913.0
2368698,"Essen Elegance, Nallagandla",Essen Elegance,"3rd party, Property Science",,17.47429592,78.30830455,,9000.0,,Gated community / Apartment,500019.0,Nallagandla,1566.5,,,no,14098500.0
2368699,"Incor Bonsai Homes, Nalagandala-Tellapur road",Incor Bonsai Homes,"3rd party, Property Science",,17.474975,78.299261,,8302.0,,Gated community / Apartment,502032.0,Nalagandala-Tellapur road,1108.25,,,no,9200691.5
2368700,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299.0,,Gated community / Apartment,500049.0,,,,,no,
2368701,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299.0,,Gated community / Apartment,500049.0,,,,,no,
2368702,"krishna arcade, bhel",krishna arcade,"3rd party, Property Science",,17.49286162,78.30810692,,4203.0,,Stand Alone / Apartment,500090.0,bhel,793.0,,,no,3332979.0
2453472,"Pranavas Lotus Park, Safari Nagar",Pranavas Lotus Park,"3rd party, Property Science",,17.46105921,78.36304553,,11395.0,,Gated community / Apartment,500084.0,Safari Nagar,1250.0,,,no,14243750.0
2313357,"pranith concepts, alkapuri town ship",pranith concepts,"3rd party, Property Science",,17.38832978,78.36713936,,5178.0,,Stand Alone / Apartment,500089.0,alkapuri town ship,1525.0,,,no,7896450.0
2228021,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632.0,,Stand Alone / Apartment,500097.0,,,3,,no,
2228187,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632.0,,Stand Alone / Apartment,500097.0,,,,,no,
2368771,"Vijaya Raghava Township, Serlingampally",Vijaya Raghava Township,"3rd party, Property Science",,17.4802011,78.31502773,,7585.0,,Gated community / Apartment,500019.0,Serlingampally,666.25,,,no,5053506.25
2210534,"vijayaleela apartment, Ameerpet",vijayaleela apartment,"3rd party, Property Science",,17.43778615,78.44759371,,9418.0,,Unknown,,Ameerpet,1773.85,,,no,16706119.299999999
2221707,"vijayaleela apartment, Ameerpet",vijayaleela apartment,"3rd party, Property Science",,17.43778615,78.44759371,,9418.0,,Unknown,500082.0,Ameerpet,1773.85,,,no,16706119.299999999
2368710,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857.0,,Gated community / Apartment,500019.0,"Gachibowli, Hyderabad",1168.0,,,yes,11512976.0
2368711,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284.0,,Gated community / Apartment,500019.0,"Nallagandla, Hyderabad",1244.75,,,yes,11556259.0
2368712,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857.0,,Gated community / Apartment,500019.0,"Gachibowli, Hyderabad",1201.0,,,yes,11838257.0
2368713,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284.0,,Gated community / Apartment,500019.0,"Nallagandla, Hyderabad",1257.75,,,yes,11676951.0
2368714,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857.0,,Gated community / Apartment,500019.0,"Gachibowli, Hyderabad",1110.0,,,yes,10941270.0
2368715,", BHEL",,"3rd party, Property Science",,17.49286162,78.30810692,,5128.0,,Unknown,,BHEL,1046.0,,,no,5363888.0
2368716,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295.0,,Gated community,500019.0,Nallagandla,570.0,,,no,5868150.0
2368717,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,6850.0,,Gated community,500019.0,Nallagandla,1430.0,,,no,9795500.0
2368718,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295.0,,Gated community,500019.0,Nallagandla,560.3,,,no,5768288.499999999
2368719,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10155.0,,Gated community,500019.0,Nallagandla,7085.0,,,no,71948175.0
2368720,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,11729.0,,Gated community,500019.0,Nallagandla,897.0,,,no,10520913.0
2368721,"Essen Elegance, Nallagandla",Essen Elegance,"3rd party, Property Science",,17.47429592,78.30830455,,9000.0,,Gated community / Apartment,500019.0,Nallagandla,1537.25,,,no,13835250.0
2368722,"Incor Bonsai Homes, Nalagandala-Tellapur road",Incor Bonsai Homes,"3rd party, Property Science",,17.474975,78.299261,,8302.0,,Gated community / Apartment,502032.0,Nalagandala-Tellapur road,1088.75,,,no,9038802.5
2368723,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299.0,,Gated community / Apartment,500049.0,,,,,no,
2368724,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299.0,,Gated community / Apartment,500049.0,,,,,no,
2368725,"krishna arcade, bhel",krishna arcade,"3rd party, Property Science",,17.49286162,78.30810692,,4203.0,,Stand Alone / Apartment,500090.0,bhel,789.75,,,no,3319319.25
2285746,"Pratyusha Malathi Nivas, Narsingi",Pratyusha Malathi Nivas,"3rd party, Property Science",,17.384683,78.339259,,8717.0,,Stand Alone / Apartment,500075.0,Narsingi,809.25,,,no,7054232.25
2285747,"Pratyusha Malathi Nivas, Narsingi",Pratyusha Malathi Nivas,"3rd party, Property Science",,17.384683,78.339259,,8717.0,,Stand Alone / Apartment,500075.0,Narsingi,800.0,,,no,6973600.0
2228187,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632.0,,Stand Alone / Apartment,500097.0,,,2,,no,
2248163,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632.0,,Stand Alone / Apartment,500097.0,,,,,no,
2382558,"vijayaleela apartment, Ameerpet",vijayaleela apartment,"3rd party, Property Science",,17.43778615,78.44759371,,9418.0,,Unknown,500082.0,Ameerpet,1773.85,,,no,16706119.299999999
2311547,"Vk pride gachibowli, Janardana Hills",Vk pride gachibowli,"3rd party, Property Science",,17.4369135,78.36903452,,8588.0,,Stand Alone / Apartment,500032.0,Janardana Hills,1088.75,,,no,9350185.0
2311588,"Vk pride gachibowli, Janardana Hills",Vk pride gachibowli,"3rd party, Property Science",,17.4369135,78.36903452,,8588.0,,Stand Alone / Apartment,500032.0,Janardana Hills,1100.0,,,no,9446800.0
2368733,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857.0,,Gated community / Apartment,500019.0,"Gachibowli, Hyderabad",1267.5,,,yes,12493747.5
2368734,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284.0,,Gated community / Apartment,500019.0,"Nallagandla, Hyderabad",1215.5,,,yes,11284702.0
2368735,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857.0,,Gated community / Apartment,500019.0,"Gachibowli, Hyderabad",1277.25,,,yes,12589853.25
2368736,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284.0,,Gated community / Apartment,500019.0,"Nallagandla, Hyderabad",1215.5,,,yes,11284702.0
2311588,"Vk pride gachibowli, Janardana Hills",Vk pride gachibowli,"3rd party, Property Science",,17.4369135,78.36903452,,8588.0,,Stand Alone / Apartment,500032.0,Janardana Hills,1200.0,,,no,10305600.0
2394812,"Vk pride gachibowli, Janardana Hills",Vk pride gachibowli,"3rd party, Property Science",,17.4369135,78.36903452,,8588.0,,Stand Alone / Apartment,500032.0,Janardana Hills,1111.5,,,no,9545562.0
2368739,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857.0,,Gated community / Apartment,500019.0,"Gachibowli, Hyderabad",1250.0,,,yes,12321250.0
2368740,"Aparna Cyberscape, Nallagandla, Hyderabad",Aparna Cyberscape,"3rd party, Property Science",,17.478868,78.312448,,10284.0,,Gated community / Apartment,500019.0,"Nallagandla, Hyderabad",702.0,,,yes,7219368.0
2637172,"Nivee Cosmopolitan, Somajiguda",Nivee Cosmopolitan,"3rd party, Property Science",,17.42364136,78.45842319,,10255.0,,Stand Alone / Apartment,500082.0,Somajiguda,734.5,,,no,7532297.5
2368744,"Aparna Cyberscape, Nallagandla, Hyderabad",Aparna Cyberscape,"3rd party, Property Science",,17.478868,78.312448,,10284.0,,Gated community / Apartment,500019.0,"Nallagandla, Hyderabad",682.5,,,yes,7018830.0
2397573,"Vk pride gachibowli, Janardana Hills",Vk pride gachibowli,"3rd party, Property Science",,17.4369135,78.36903452,,8588.0,,Stand Alone / Apartment,500032.0,Janardana Hills,1112.0,,,no,9549856.0
2368746,"Aparna Cyberscape, Nallagandla, Hyderabad",Aparna Cyberscape,"3rd party, Property Science",,17.478868,78.312448,,10284.0,,Gated community / Apartment,500019.0,"Nallagandla, Hyderabad",715.0,,,yes,7353060.0
2368747,", BHEL",,"3rd party, Property Science",,17.49286162,78.30810692,,5128.0,,Unknown,,BHEL,1050.0,,,no,5384400.0
2368748,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295.0,,Gated community,500019.0,Nallagandla,362.7,,,no,3733996.5
2368749,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,6850.0,,Gated community,500019.0,Nallagandla,865.15,,,no,5926277.5
2368750,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295.0,,Gated community,500019.0,Nallagandla,627.25,,,no,6457538.75
2368751,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10155.0,,Gated community,500019.0,Nallagandla,3900.0,,,no,39604500.0
2368752,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,11729.0,,Gated community,500019.0,Nallagandla,832.0,,,no,9758528.0
2368753,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,7228.0,,Gated community,500019.0,Nallagandla,1257.75,,,no,9091017.0
2368754,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,11368.0,,Gated community,500019.0,Nallagandla,1335.75,,,no,15184806.0
2368755,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,11738.0,,Gated community,500019.0,Nallagandla,747.5,,,no,8774155.0
2368756,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,10769.0,,Gated community,500019.0,Nallagandla,3900.0,,,no,41999100.0
2368757,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,12132.0,,Gated community,500019.0,,838.5,,,no,10172682.0
2368758,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,10095.0,,Gated community,500019.0,Nallagandla,1380.0,,,no,13931100.0
2368759,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,11395.0,,Gated community,500019.0,Nallagandla,1250.0,,,no,14243750.0
2368760,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,7738.0,,Gated community,500019.0,Nallagandla,1098.5,,,no,8500193.0
2368761,"Essen Elegance, Nallagandla",Essen Elegance,"3rd party, Property Science",,17.47429592,78.30830455,,9000.0,,Gated community / Apartment,500019.0,Nallagandla,1537.25,,,no,13835250.0
2368762,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299.0,,Gated community / Apartment,500049.0,,,2,,no,
2368763,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299.0,,Gated community / Apartment,500049.0,,,2,,no,
2368764,"krishna arcade, bhel",krishna arcade,"3rd party, Property Science",,17.49286162,78.30810692,,4203.0,,Stand Alone / Apartment,500090.0,bhel,764.4,,,no,3212773.1999999997
2285748,"Pratyusha Malathi Nivas, Narsingi",Pratyusha Malathi Nivas,"3rd party, Property Science",,17.384683,78.339259,,8717.0,,Stand Alone / Apartment,500075.0,Narsingi,793.0,,,no,6912581.0
2248163,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632.0,,Stand Alone / Apartment,500097.0,,,,,no,
2315098,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632.0,,Stand Alone / Apartment,500097.0,,,4,,no,
2399093,"Vk pride gachibowli, Janardana Hills",Vk pride gachibowli,"3rd party, Property Science",,17.4369135,78.36903452,,8588.0,,Stand Alone / Apartment,500032.0,Janardana Hills,1149.85,,,no,9874911.799999999
2399952,"Vk pride gachibowli, Janardana Hills",Vk pride gachibowli,"3rd party, Property Science",,17.4369135,78.36903452,,8588.0,,Stand Alone / Apartment,500032.0,Janardana Hills,1170.0,,,no,10047960.0
2228028,"VKC apartment, Bhagyanagar",VKC apartment,"3rd party, Property Science",,17.49559056,78.40218261,,3157.0,,Stand Alone / Apartment,500072.0,,,3,Hyderabad,no,
2368772,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857.0,,Gated community / Apartment,500019.0,"Gachibowli, Hyderabad",1228.5,,,yes,12109324.5
2368773,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284.0,,Gated community / Apartment,500019.0,"Nallagandla, Hyderabad",1215.5,,,yes,11284702.0
2368774,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857.0,,Gated community / Apartment,500019.0,"Gachibowli, Hyderabad",1250.0,,,yes,12321250.0
2368775,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284.0,,Gated community / Apartment,500019.0,"Nallagandla, Hyderabad",1170.0,,,yes,10862280.0
2368776,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857.0,,Gated community / Apartment,500019.0,"Gachibowli, Hyderabad",1220.0,,,yes,12025540.0
2368777,", BHEL",,"3rd party, Property Science",,17.49286162,78.30810692,,5128.0,,Unknown,,BHEL,1050.0,,,no,5384400.0
2368778,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295.0,,Gated community,500019.0,Nallagandla,669.5,,,no,6892502.5
2368779,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,6850.0,,Gated community,500019.0,Nallagandla,857.35,,,no,5872847.5
2368780,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295.0,,Gated community,500019.0,Nallagandla,362.7,,,no,3733996.5
2368781,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10155.0,,Gated community,500019.0,Nallagandla,3289.0,,,no,33399795.0
2368782,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,11729.0,,Gated community,500019.0,Nallagandla,832.0,,,no,9758528.0
2368783,"Essen Elegance, Nallagandla",Essen Elegance,"3rd party, Property Science",,17.47429592,78.30830455,,9000.0,,Gated community / Apartment,500019.0,Nallagandla,1537.25,,,no,13835250.0
2368784,"Incor Bonsai Homes, Nalagandala-Tellapur road",Incor Bonsai Homes,"3rd party, Property Science",,17.474975,78.299261,,8302.0,,Gated community / Apartment,502032.0,Nalagandala-Tellapur road,1023.0,,,no,8492946.0
2368785,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299.0,,Gated community / Apartment,500049.0,,,3,,no,
2368786,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299.0,,Gated community / Apartment,500049.0,,,3,,no,
2368787,"krishna arcade, bhel",krishna arcade,"3rd party, Property Science",,17.49286162,78.30810692,,4203.0,,Stand Alone / Apartment,500090.0,bhel,760.5,,,no,3196381.5
2285947,"Pratyusha Malathi Nivas, Narsingi",Pratyusha Malathi Nivas,"3rd party, Property Science",,17.384683,78.339259,,8717.0,,Stand Alone / Apartment,500075.0,Narsingi,789.75,,,no,6884250.75
2285947,"Pratyusha Malathi Nivas, Narsingi",Pratyusha Malathi Nivas,"3rd party, Property Science",,17.384683,78.339259,,8717.0,,Stand Alone / Apartment,500075.0,,747.5,,,no,6515957.5
2210531,"Sri Somnath Residency, Srinagar Colony, Kamalapuri",Sri Somnath Residency,"3rd party, Property Science",,17.42795124,78.43060438,,9203.0,,Stand Alone,,"Srinagar Colony, Kamalapuri",942.5,,,no,8673827.5
2374760,"Jewel Park, Puppalaguda, Hyderabad",Jewel Park,"3rd party, Property Science",,17.38175,78.3636,,10286.0,,Gated community / Apartment,500089.0,"Puppalaguda, Hyderabad",669.5,,,yes,6886477.0
2374761,"Jewel Park, Puppalaguda, Hyderabad",Jewel Park,"3rd party, Property Science",,17.38175,78.3636,,10286.0,,Gated community / Apartment,500089.0,"Puppalaguda, Hyderabad",627.25,,,yes,6451893.5
2374762,"Aryamitra Flora, Narsingi",Aryamitra Flora,"3rd party, Property Science",,17.38524671,78.36721509,,11231.0,,Gated community / Apartment,500075.0,Narsingi,1335.75,,,no,15001808.25
2374763,"lansum eldorado, Narsingi",lansum eldorado,"3rd party, Property Science",,17.38397291,78.36051182,,90000.0,,Gated community / Apartment,500075.0,Narsingi,890.0,,,yes,80100000.0
2221704,"Sri Somnath Residency, Srinagar Colony, Kamalapuri",Sri Somnath Residency,"3rd party, Property Science",,17.42935216,78.42744689,,9203.0,,Stand Alone / Apartment,500073.0,"Srinagar Colony, Kamalapuri",950.0,,,no,8742850.0
2375056,", Tolichowki",,"3rd party, Property Science",,17.39930694,78.4135611,,5769.0,,Unknown,,Tolichowki,1335.75,,,no,7705941.75
2375057,", Tolichowki",,"3rd party, Property Science",,17.39930694,78.4135611,,10405.0,,Unknown,,Tolichowki,1694.0,,,no,17626070.0
2375058,", Tolichowki",,"3rd party, Property Science",,17.39930694,78.4135611,,4786.0,,Unknown,,Tolichowki,1108.25,,,no,5304084.5
2375059,", Tolichowki",,"3rd party, Property Science",,17.39930694,78.4135611,,5128.0,,Unknown,,Tolichowki,1108.25,,,no,5683106.0
2375060,", Tolichowki",,"3rd party, Property Science",,17.39930694,78.4135611,,5566.0,,Unknown,,Tolichowki,1461.0,,,no,8131926.0
2375061,", Tolichowki",,"3rd party, Property Science",,17.39930694,78.4135611,,4223.0,,Unknown,,,747.5,,,no,3156692.5
2375062,"9 Star Residency, Deluxe Colony",9 Star Residency,"3rd party, Property Science",,17.40439885,78.39281793,,4198.0,,Stand Alone / Apartment,500008.0,Deluxe Colony,763.0,,,no,3203074.0
2375064,"Adams Colony, Tolichowki",Adams Colony,"3rd party, Property Science",,17.39930694,78.4135611,,5000.0,,Unknown,500008.0,Tolichowki,570.0,,,no,2850000.0
2375065,"Adams Colony, Tolichowki",Adams Colony,"3rd party, Property Science",,17.39930694,78.4135611,,5000.0,,Unknown,500008.0,Tolichowki,627.25,,,no,3136250.0
2375066,"Adams Colony, Tolichowki",Adams Colony,"3rd party, Property Science",,17.39930694,78.4135611,,6020.0,,Unknown,500008.0,Tolichowki,1730.0,,,no,10414600.0
2375067,"Adams Colony, Tolichowki",Adams Colony,"3rd party, Property Science",,17.39930694,78.4135611,,7358.0,,Unknown,500008.0,Tolichowki,1137.5,,,no,8369725.0
2375068,"Adams Colony, Tolichowki",Adams Colony,"3rd party, Property Science",,17.39930694,78.4135611,,5961.0,,Unknown,500008.0,Tolichowki,1317.0,,,no,7850637.0
2375069,"Aditya Empress Park, Shaikpet",Aditya Empress Park,"3rd party, Property Science",,17.4039895,78.4010661,,8571.0,,Gated community,500008.0,Shaikpet,747.5,,,no,6406822.5
2375070,"AK Plots, Tolichowki",AK Plots,"3rd party, Property Science",,17.39930694,78.4135611,,7017.0,,Unknown,500008.0,Tolichowki,787.15,,,no,5523431.55
2375071,"Al Aina recidency, IAS Colony, Tolichowki, IAS Colony, Tolichowki",Al Aina recidency,"3rd party, Property Science",,17.40438619,78.41564493,,3666.0,,Stand Alone / Apartment,500008.0,,,,,no,
2375072,"Anna Residency, Film Nagar",Anna Residency,"3rd party, Property Science",,17.41367759,78.40733315,,9715.0,,Stand Alone / Apartment,,Film Nagar,1275.0,,,no,12386625.0
2375074,"Aparna Aura, Ambedkar Nagar",Aparna Aura,"3rd party, Property Science",,17.40870389,78.40120554,,10989.0,,Gated community,500033.0,Ambedkar Nagar,1397.0,,,no,15351633.0
2375075,"City Brindavan Colony, Tolichowki",City Brindavan Colony,"3rd party, Property Science",,17.40680426,78.40759746,,4000.0,,Stand Alone / Apartment,500008.0,,,,,no,
2375076,"classic tower, Tolichowki",classic tower,"3rd party, Property Science",,17.39930694,78.4135611,,9615.0,,Stand Alone / Apartment,500008.0,Tolichowki,1198.0,,,no,11518770.0
2375077,"DarulHaq Building, Paramount Hills",DarulHaq Building,"3rd party, Property Science",,17.3955,78.4203,,4406.0,,Stand Alone / Apartment,500008.0,Paramount Hills,1431.0,,,no,6304986.0
2375078,"deccan apartment, Tolichowki",deccan apartment,"3rd party, Property Science",,17.40404188,78.41357115,,2880.0,,Stand Alone / Apartment,500008.0,,,,Hyderabad,no,
2375079,"Elegance Sapphire, Tolichowki",Elegance Sapphire,"3rd party, Property Science",,17.39847904,78.39211418,,5077.0,,Stand Alone / Apartment,500008.0,Tolichowki,1423.0,,,no,7224571.0
2375080,"Elite Midtown., Film Nagar",Elite Midtown.,"3rd party, Property Science",,17.41367759,78.40733315,,9698.0,,Stand Alone / Apartment,,Film Nagar,725.0,,,no,7031050.0
2375082,"fm infra, Tolichowki",fm infra,"3rd party, Property Science",,17.39952497,78.41490347,,5792.0,,Stand Alone / Apartment,500008.0,Tolichowki,1335.75,,,no,7736664.0
2375083,"Fort View Apartments, Film Nagar",Fort View Apartments,"3rd party, Property Science",,17.41139,78.40813,,8360.0,,Stand Alone / Apartment,500096.0,Film Nagar,5850.0,,,no,48906000.0
2375084,"Fortview Apartments, Film Nagar",Fortview Apartments,"3rd party, Property Science",,17.41139,78.40813,,5500.0,,Stand Alone / Apartment,500096.0,Film Nagar,1300.0,,,no,7150000.0
2375085,"Grand Residency, Tolichowki",Grand Residency,"3rd party, Property Science",,17.40453044,78.41583727,,4500.0,,Stand Alone / Apartment,500008.0,Tolichowki,935.0,,,no,4207500.0
2375086,"Grand Senor, Sabza Colony",Grand Senor,"3rd party, Property Science",,17.3932,78.4234,,6838.0,,Stand Alone / Apartment,500008.0,Sabza Colony,995.0,,,no,6803810.0
